,title,genre,summary
3176,Mr. Mercedes,horror,"In the predawn hours, in a distressed American city, hundreds of unemployed men and women line up for the opening of a job fair. They are tired and cold and desperate. Emerging from the fog, invisible until it is too late, a lone driver plows through the crowd in a stolen Mercedes, running over the innocent, backing up, and charging again. Eight people are killed; fifteen are wounded. The killer escapes.

Months later, an ex-cop named Bill Hodges, still haunted by the unsolved crime, contemplates suicide. When he gets a crazed letter from ""the perk,"" claiming credit for the murders, Hodges wakes up from his depressed and vacant retirement, fearing another even more diabolical attack and hell-bent on preventing it.

Brady Hartfield lives with his alcoholic mother in the house where he was born. He loved the feel of death under the wheels of the Mercedes, and he wants that rush again. Only Bill Hodges, with a couple of eccentric and mismatched allies, can apprehend the killer before he strikes again. And they have no time to lose, because Brady's next mission, if it succeeds, will kill or maim thousands.

Mr. Mercedes is a war between good and evil from the master of suspense whose insight into the mind of this obsessed, insane killer is chilling and unforgettable.
--front flap (less)"
3177,Slade House,horror,"Keep your eyes peeled for a small black iron door.

Down the road from a working-class British pub, along the brick wall of a narrow alley, if the conditions are exactly right, you’ll find the entrance to Slade House. A stranger will greet you by name and invite you inside. At first, you won’t want to leave. Later, you’ll find that you can’t. Every nine years, the house’s residents — an odd brother and sister — extend a unique invitation to someone who’s different or lonely: a precocious teenager, a recently divorced policeman, a shy college student. But what really goes on inside Slade House? For those who find out, it’s already too late...

Spanning five decades, from the last days of the 1970s to the present, leaping genres, and barreling toward an astonishing conclusion, this intricately woven novel will pull you into a reality-warping new vision of the haunted house story—as only David Mitchell could imagine it. (less)"
3178,Scary Stories to Tell in the Dark,horror,"This spooky addition to Alvin Schwartz's popular books on American folklore is filled with tales of eerie horror and dark revenge that will make you jump with fright.

There is a story here for everyone—skeletons with torn and tangled flesh who roam the earth; a ghost who takes revenge on her murderer; and a haunted house where every night a bloody head falls down the chimney.

Stephen Gammell's splendidly creepy drawings perfectly capture the mood of more than two dozen scary stories—and even scary songs—all just right for reading alone or for telling aloud in the dark.

If You Dare! (less)"
3179,Pride and Prejudice and Zombies,horror,"“It is a truth universally acknowledged that a zombie in possession of brains must be in want of more brains.”

So begins Pride and Prejudice and Zombies, an expanded edition of the beloved Jane Austen novel featuring all-new scenes of bone-crunching zombie mayhem. As our story opens, a mysterious plague has fallen upon the quiet English village of Meryton—and the dead are returning to life! Feisty heroine Elizabeth Bennet is determined to wipe out the zombie menace, but she’s soon distracted by the arrival of the haughty and arrogant Mr. Darcy. What ensues is a delightful comedy of manners with plenty of civilized sparring between the two young lovers—and even more violent sparring on the blood-soaked battlefield. Can Elizabeth vanquish the spawn of Satan? And overcome the social prejudices of the class-conscious landed gentry? Complete with romance, heartbreak, swordfights, cannibalism, and thousands of rotting corpses, (less)"
3180,The Historian,horror,"To you, perceptive reader, I bequeath my history....Late one night, exploring her father's library, a young woman finds an ancient book and a cache of yellowing letters. The letters are all addressed to ""My dear and unfortunate successor,"" and they plunge her into a world she never dreamed of, a labyrinth where the secrets of her father's past and her mother's mysterious fate connect to an inconceivable evil hidden in the depths of history.

The letters provide links to one of the darkest powers that humanity has ever known and to a centuries-long quest to find the source of that darkness and wipe it out. It is a quest for the truth about Vlad the Impaler, the medieval ruler whose barbarous reign formed the basis of the legend of Dracula. Generations of historians have risked their reputations, their sanity, and even their lives to learn the truth about Vlad the Impaler and Dracula. Now one young woman must decide whether to take up this quest herself--to follow her father in a hunt that nearly brought him to ruin years ago, when he was a vibrant young scholar and her mother was still alive. What does the legend of Vlad the Impaler have to do with the modern world? Is it possible that the Dracula of myth truly existed and that he has lived on, century after century, pursuing his own unknowable ends? The answers to these questions cross time and borders, as first the father and then the daughter search for clues, from dusty Ivy League libraries to Istanbul, Budapest, and the depths of Eastern Europe. In city after city, in monasteries and archives, in letters and in secret conversations, the horrible truth emerges about Vlad the Impaler's dark reign and about a time-defying pact that may have kept his awful work alive down through the ages. (less)"
3183,The Winter People,horror,"West Hall, Vermont, has always been a town of strange disappearances and old legends. The most mysterious is that of Sara Harrison Shea, who, in 1908, was found dead in the field behind her house just months after the tragic death of her daughter.

Now, in present day, nineteen-year-old Ruthie lives in Sara's farmhouse with her mother, Alice, and her younger sister. Alice has always insisted that they live off the grid, a decision that has weighty consequences when Ruthie wakes up one morning to find that Alice has vanished. In her search for clues, she is startled to find a copy of Sara Harrison Shea's diary hidden beneath the floorboards of her mother's bedroom. As Ruthie gets sucked into the historical mystery, she discovers that she's not the only person looking for someone that they've lost. But she may be the only one who can stop history from repeating itself. (less)"
3185,The Hunger,horror,"Evil is invisible, and it is everywhere.

Tamsen Donner must be a witch. That is the only way to explain the series of misfortunes that have plagued the wagon train known as the Donner Party. Depleted rations, bitter quarrels, and the mysterious death of a little boy have driven the pioneers to the brink of madness. They cannot escape the feeling that someone--or something--is stalking them. Whether it was a curse from the beautiful Tamsen, the choice to follow a disastrous experimental route West, or just plain bad luck--the 90 men, women, and children of the Donner Party are at the brink of one of the deadliest and most disastrous western adventures in American history.

While the ill-fated group struggles to survive in the treacherous mountain conditions--searing heat that turns the sand into bubbling stew; snows that freeze the oxen where they stand--evil begins to grow around them, and within them. As members of the party begin to disappear, they must ask themselves ""What if there is something waiting in the mountains? Something disturbing and diseased...and very hungry?"" (less)"
3186,Black House,horror,"Abandoned by his friends as they cycle through the Wisconsin town of French Landing, ten-year-old Ty Marshall spots a crow hopping towards him down the sidewalk. Then it calls his name. Fascinated, Ty gets off his bike for a closer look - and is dragged into the shadows.

Is Ty destined to become the fourth victim of the Fisherman, the serial killer who's stalking this sleepy town? If so, only ex-detective Jack Sawyer may be able to save him. Jack left his old life behind precisely to avoid such madness, but lately he's been visited by strange nightmares and visions. Could the doomed past he thought he'd escaped forever be reaching out for him... from the Black House? (less)"
3187,Uzumaki,horror,"Spirals... this town is contaminated with spirals...

Kurouzu-cho, a small fogbound town on the coast of Japan, is cursed. According to Shuichi Saito, the withdrawn boyfriend of teenager Kirie Goshima, their town is haunted not by a person or being but by a pattern: uzumaki, the spiral — the hypnotic secret shape of the world. This bizarre masterpiece of horror manga is now available in a single volume. Fall into a whirlpool of terror! (less)"
3188,The Waste Lands,horror,"Several months have passed, and Roland’s two new tet-mates have become proficient gunslingers. Eddie Dean has given up heroin, and Odetta’s two selves have joined, becoming the stronger and more balanced personality of Susannah Dean. But while battling The Pusher in 1977 New York, Roland altered ka by saving the life of Jake Chambers, a boy who—in Roland’s where and when—has already died. Now Roland and Jake exist in different worlds, but they are joined by the same madness: the paradox of double memories. Roland, Susannah, and Eddie must draw Jake into Mid-World then follow the Path of the Beam all the way to the Dark Tower. But nothing is easy in Mid-World. Along the way our tet stumbles into the ruined city of Lud, and are caught between the warring gangs of the Pubes and the Grays. The only way out of Lud is to wake Blaine the Mono, an insane train that has a passion for riddling, and for suicidal journeys. (less)"
3190,The Witching Hour,horror,"From the author of the extraordinary Vampire Chronicles comes a huge, hypnotic novel of witchcraft and the occult through four centuries.

Demonstrating, once again, her gift for spellbinding storytelling and the creation of legend, Anne Rice makes real for us a great dynasty of witches—a family given to poetry and to incest, to murder and to philosophy; a family that, over the ages, is itself haunted by a powerful, dangerous, and seductive being.

On the veranda of a great New Orleans house, now faded, a mute and fragile woman sits rocking... and The Witching Hour begins.

It begins in our time with a rescue at sea.  Rowan Mayfair, a beautiful woman, a brilliant practitioner of neurosurgery—aware that she has special powers but unaware that she comes from an ancient line of witches—finds the drowned body of a man off the coast of California and brings him to life.  He is Michael Curry, who was born in New Orleans and orphaned in childhood by fire on Christmas Eve, who pulled himself up from poverty, and who now, in his brief interval of death, has acquired a sensory power that mystifies and frightens him.

As these two, fiercely drawn to each other, fall in love and—in passionate alliance—set out to solve the mystery of her past and his unwelcome gift, the novel moves backward and forward in time from today's New Orleans and San Francisco to long-ago Amsterdam and a château in the France of Louis XIV.  An intricate tale of evil unfolds—an evil unleashed in seventeenth-century Scotland, where the first ""witch,"" Suzanne of the Mayfair, conjures up the spirit she names Lasher... a creation that spells her own destruction and torments each of her descendants in turn.

From the coffee plantations of Port au Prince, where the great Mayfair fortune is made and the legacy of their dark power is almost destroyed, to Civil War New Orleans, as Julien—the clan's only male to be endowed with occult powers—provides for the dynasty its foothold in America, the dark, luminous story encompasses dramas of seduction and death, episodes of tenderness and healing.  And always—through peril and escape, tension and release—there swirl around us the echoes of eternal war: innocence versus the corruption of the spirit, sanity against madness, life against death.  With a dreamlike power, the novel draws us, through circuitous, twilight paths, to the present and Rowan's increasingly inspired and risky moves in the merciless game that binds her to her heritage. And in New Orleans, on Christmas Eve, this strangest of family sagas is brought to its startling climax. (less)"
3191,Perfume: The Story of a Murderer,horror,"An acclaimed bestseller and international sensation, Patrick Suskind's classic novel provokes a terrifying examination of what happens when one man's indulgence in his greatest passion—his sense of smell—leads to murder.

In the slums of eighteenth-century France, the infant Jean-Baptiste Grenouille is born with one sublime gift—an absolute sense of smell. As a boy, he lives to decipher the odors of Paris, and apprentices himself to a prominent perfumer who teaches him the ancient art of mixing precious oils and herbs. But Grenouille's genius is such that he is not satisfied to stop there, and he becomes obsessed with capturing the smells of objects such as brass doorknobs and fresh-cut wood. Then one day he catches a hint of a scent that will drive him on an ever-more-terrifying quest to create the ""ultimate perfume""—the scent of a beautiful young virgin. Told with dazzling narrative brilliance, Perfume is a hauntingly powerful tale of murder and sensual depravity. (less)"
3192,Hannibal,horror,"Years after his escape, posing as scholarly Dr. Fell, curator of a grand family's palazzo, Hannibal lives the good life in Florence, playing lovely tunes by serial killer/composer Henry VIII and killing hardly anyone himself. Clarice is unluckier: in the novel's action-film-like opening scene, she survives an FBI shootout gone wrong, and her nemesis, Paul Krendler, makes her the fall guy. Clarice is suspended, so, unfortunately, the first cop who stumbles on Hannibal is an Italian named Pazzi, who takes after his ancestors, greedy betrayers depicted in Dante's Inferno. Pazzi is on the take from a character as scary as Hannibal: Mason Verger. When Verger was a young man busted for raping children, his vast wealth saved him from jail. All he needed was psychotherapy--with Dr. Lecter. Thanks to the treatment, Verger is now on a respirator, paralyzed except for one crablike hand, watching his enormous, brutal moray eel swim figure eights and devour fish. His obsession is to feed Lecter to some other brutal pets. (less)"
3193,Just After Sunset,horror,"Just after sunset, as darkness grips the imagination, is the time when you feel the unexpected creep into the everyday. As familiar journeys take a different turn, ordinary objects assume extraordinary powers.

A blind intruder visits a dying man - and saves his life, with a kiss.

A woman receives a phone call from her husband. Her LATE husband.

In the emotional aftermath of her baby's sudden death, Emily starts running. And running. Her curiosity leads her right into the hands of a murderer... and soon her legs are her only hope for survival.

Enter a world of masterful suspense, dark comedy and thrilling twists which will keep you riveted from the fist page. (less)"
3194,Joyland,horror,"College student Devin Jones took the summer job at Joyland hoping to forget the girl who broke his heart. But he wound up facing something far more terrible: the legacy of a vicious murder, the fate of a dying child, and dark truths about life - and what comes after - that would change his world forever.

A riveting story about love and loss, about growing up and growing old - and about those who don't get to do either because death comes for them before their time. It is at once a mystery, a horror story, and a bittersweet coming-of-age novel, one that will leave even the most hard-boiled reader profoundly moved. (less)"
3195,Haunted,horror,"Haunted is a novel made up of stories: twenty-three of the most horrifying, hilarious, mind-blowing, stomach-churning tales you'll ever encounter.

The stories are told by people who have all answered an ad headlined 'Artists Retreat: Abandon your life for three months'. They are led to believe that here they will leave behind all the distractions of 'real life' that are keeping them from creating the masterpiece that is in them.

But 'here' turns out to be a cavernous and ornate old theater where they are utterly isolated from the outside world - and where heat and power and, most importantly, food are in increasingly short supply. And the more desperate the circumstances become, the more desperate the stories they tell - and the more devious their machinations to make themselves the hero of the inevitable play/movie/non-fiction blockbuster that will certainly be made from their plight. (less)"
3196,The Girl Next Door,horror,"Suburbia. Shady, tree-lined streets, well-tended lawns and cozy homes. A nice, quiet place to grow up. Unless you are teenage Meg or her crippled sister, Susan. On a dead-end street, in the dark, damp basement of the Chandler house, Meg and Susan are left captive to the savage whims and rages of a distant aunt who is rapidly descending into madness. It is a madness that infects all three of her sons and finally the entire neighborhood. Only one troubled boy stands hesitantly between Meg and Susan and their cruel, torturous deaths. A boy with a very adult decision to make. (less)"
3197,Ring,horror,"A mysterious videotape warns that the viewer will die in one week unless a certain, unspecified act is performed. Exactly one week after watching the tape, four teenagers die one after another of heart failure.

Asakawa, a hardworking journalist, is intrigued by his niece's inexplicable death. His investigation leads him from a metropolitan tokyo teeming with modern society's fears to a rural Japan--a mountain resort, a volcanic island, and a countryside clinic--haunted by the past. His attempt to solve the tape's mystery before it's too late--for everyone--assumes an increasingly deadly urgency. Ring is a chillingly told horror story, a masterfully suspenseful mystery, and post-modern trip. (less)"
3198,Days Gone Bye,horror,"The world we knew is gone.

How many hours are in a day when you don't spend half of them watching television? When is the last time any of us really worked to get something we wanted? How long has it been since any of us really needed something that we wanted?

The world of commerce and frivolous necessity has been replaced by a world of survival and responsibility. An epidemic of apocalyptic proportions has swept the globe, causing the dead to rise and feed on the living.

In a matter of months society has crumbled: no government, no grocery stores, no mail delivery, no cable TV. In a world ruled by the dead, the survivors are forced to finally start living.

Rick Grimes finds himself one of the few survivors in this terrifying future. A couple months ago he was a small town cop who had never fired a shot and only ever saw one dead body. Separated from his family, he must now sort through all the death and confusion to try and find his wife and son.

Edition MSRP: $9⁹⁹ US (ISBN 978-1-58240-672-5)
Printed in USA (less)"
3200,"Thinking, Fast and Slow",psychology,"In the highly anticipated Thinking, Fast and Slow, Kahneman takes us on a groundbreaking tour of the mind and explains the two systems that drive the way we think. System 1 is fast, intuitive, and emotional; System 2 is slower, more deliberative, and more logical. Kahneman exposes the extraordinary capabilities—and also the faults and biases—of fast thinking, and reveals the pervasive influence of intuitive impressions on our thoughts and behavior. The impact of loss aversion and overconfidence on corporate strategies, the difficulties of predicting what will make us happy in the future, the challenges of properly framing risks at work and at home, the profound effect of cognitive biases on everything from playing the stock market to planning the next vacation—each of these can be understood only by knowing how the two systems work together to shape our judgments and decisions.

Engaging the reader in a lively conversation about how we think, Kahneman reveals where we can and cannot trust our intuitions and how we can tap into the benefits of slow thinking. He offers practical and enlightening insights into how choices are made in both our business and our personal lives—and how we can use different techniques to guard against the mental glitches that often get us into trouble. Thinking, Fast and Slow will transform the way you think about thinking."
3201,Man's Search for Meaning,psychology,"Psychiatrist Viktor Frankl's memoir has riveted generations of readers with its descriptions of life in Nazi death camps and its lessons for spiritual survival. Based on his own experience and the stories of his patients, Frankl argues that we cannot avoid suffering but we can choose how to cope with it, find meaning in it, and move forward with renewed purpose. At the heart of his theory, known as logotherapy, is a conviction that the primary human drive is not pleasure but the pursuit of what we find meaningful. Man's Search for Meaning has become one of the most influential books in America; it continues to inspire us all to find significance in the very act of living.
More book description"
3202,Quiet: The Power of Introverts in a World That Can't Stop Talking,psychology,"The book that started the Quiet Revolution

At least one-third of the people we know are introverts. They are the ones who prefer listening to speaking; who innovate and create but dislike self-promotion; who favor working on their own over working in teams. It is to introverts—Rosa Parks, Chopin, Dr. Seuss, Steve Wozniak—that we owe many of the great contributions to society. 

In Quiet, Susan Cain argues that we dramatically undervalue introverts and shows how much we lose in doing so. She charts the rise of the Extrovert Ideal throughout the twentieth century and explores how deeply it has come to permeate our culture. She also introduces us to successful introverts—from a witty, high-octane public speaker who recharges in solitude after his talks, to a record-breaking salesman who quietly taps into the power of questions. Passionately argued, superbly researched, and filled with indelible stories of real people, Quiet has the power to permanently change how we see introverts and, equally important, how they see themselves.

Now with Extra Libris material, including a reader’s guide and bonus content."
3203,Blink: The Power of Thinking Without Thinking,psychology,"Drawing on cutting-edge neuroscience and psychology and displaying all of the brilliance that made The Tipping Point a classic, Blink changes the way you'll understand every decision you make. Never again will you think about thinking the same way.

Malcolm Gladwell redefined how we understand the world around us. Now, in Blink, he revolutionizes the way we understand the world within. Blink is a book about how we think without thinking, about choices that seem to be made in an instant - in the blink of an eye - that actually aren't as simple as they seem. Why are some people brilliant decision makers, while others are consistently inept? Why do some people follow their instincts and win, while others end up stumbling into error? How do our brains really work - in the office, in the classroom, in the kitchen, and in the bedroom? And why are the best decisions often those that are impossible to explain to others?

In Blink we meet the psychologist who has learned to predict whether a marriage will last, based on a few minutes of observing a couple; the tennis coach who knows when a player will double-fault before the racket even makes contact with the ball; the antiquities experts who recognize a fake at a glance. Here, too, are great failures of ""blink"": the election of Warren Harding; ""New Coke""; and the shooting of Amadou Diallo by police. Blink reveals that great decision makers aren't those who process the most information or spend the most time deliberating, but those who have perfected the art of ""thin-slicing"" - filtering the very few factors that matter from an overwhelming number of variables."
3204,Influence: The Psychology of Persuasion,psychology,"Influence, the classic book on persuasion, explains the psychology of why people say ""yes""—and how to apply these understandings. Dr. Robert Cialdini is the seminal expert in the rapidly expanding field of influence and persuasion. His thirty-five years of rigorous, evidence-based research along with a three-year program of study on what moves people to change behavior has resulted in this highly acclaimed book.

You'll learn the six universal principles, how to use them to become a skilled persuader—and how to defend yourself against them. Perfect for people in all walks of life, the principles of Influence will move you toward profound personal change and act as a driving force for your success."
3205,The Power of Habit: Why We Do What We Do in Life and Business,psychology,"A young woman walks into a laboratory. Over the past two years, she has transformed almost every aspect of her life. She has quit smoking, run a marathon, and been promoted at work. The patterns inside her brain, neurologists discover, have fundamentally changed.

Marketers at Procter & Gamble study videos of people making their beds. They are desperately trying to figure out how to sell a new product called Febreze, on track to be one of the biggest flops in company history. Suddenly, one of them detects a nearly imperceptible pattern—and with a slight shift in advertising, Febreze goes on to earn a billion dollars a year.

An untested CEO takes over one of the largest companies in America. His first order of business is attacking a single pattern among his employees—how they approach worker safety—and soon the firm, Alcoa, becomes the top performer in the Dow Jones.

What do all these people have in common? They achieved success by focusing on the patterns that shape every aspect of our lives.

They succeeded by transforming habits.

In The Power of Habit, award-winning New York Times business reporter Charles Duhigg takes us to the thrilling edge of scientific discoveries that explain why habits exist and how they can be changed. With penetrating intelligence and an ability to distill vast amounts of information into engrossing narratives, Duhigg brings to life a whole new understanding of human nature and its potential for transformation.

Along the way we learn why some people and companies struggle to change, despite years of trying, while others seem to remake themselves overnight. We visit laboratories where neuroscientists explore how habits work and where, exactly, they reside in our brains. We discover how the right habits were crucial to the success of Olympic swimmer Michael Phelps, Starbucks CEO Howard Schultz, and civil-rights hero Martin Luther King, Jr. We go inside Procter & Gamble, Target superstores, Rick Warren’s Saddleback Church, NFL locker rooms, and the nation’s largest hospitals and see how implementing so-called keystone habits can earn billions and mean the difference between failure and success, life and death.

At its core, The Power of Habit contains an exhilarating argument: The key to exercising regularly, losing weight, raising exceptional children, becoming more productive, building revolutionary companies and social movements, and achieving success is understanding how habits work.

Habits aren’t destiny. As Charles Duhigg shows, by harnessing this new science, we can transform our businesses, our communities, and our lives."
3206,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,psychology,"If a man has lost a leg or an eye, he knows he has lost a leg or an eye; but if he has lost a self—himself—he cannot know it, because he is no longer there to know it. Dr. Oliver Sacks recounts the stories of patients struggling to adapt to often bizarre worlds of neurological disorder. Here are people who can no longer recognize everyday objects or those they love; who are stricken with violent tics or shout involuntary obscenities; who have been dismissed as autistic or retarded, yet are gifted with uncanny artistic or mathematical talents. If inconceivably strange, these brilliant tales illuminate what it means to be human."
3207,Flow: The Psychology of Optimal Experience,psychology,"Psychologist Mihaly Csikszentmihalyi's investigations of ""optimal experience"" have revealed that what makes an experience genuinely satisfying is a state of consciousness called flow. During flow, people typically experience deep enjoyment, creativity, and a total involvement with life. Csikszentmihalyi demonstrates the ways this positive state can be controlled, not just left to chance. Flow: The Psychology of Optimal Experience teaches how, by ordering the information that enters our consciousness, we can discover true happiness, unlock our potential, and greatly improve the quality of our lives."
3208,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",psychology,"A pioneering researcher and one of the world’s foremost experts on traumatic stress offers a bold new paradigm for healing.
 
Trauma is a fact of life. Veterans and their families deal with the painful aftermath of combat; one in five Americans has been molested; one in four grew up with alcoholics; one in three couples have engaged in physical violence. Such experiences inevitably leave traces on minds, emotions, and even on biology. Sadly, trauma sufferers frequently pass on their stress to their partners and children.
 
Renowned trauma expert Bessel van der Kolk has spent over three decades working with survivors. In The Body Keeps the Score, he transforms our understanding of traumatic stress, revealing how it literally rearranges the brain’s wiring—specifically areas dedicated to pleasure, engagement, control, and trust. He shows how these areas can be reactivated through innovative treatments including neurofeedback, mindfulness techniques, play, yoga, and other therapies. Based on Dr. van der Kolk’s own research and that of other leading specialists, The Body Keeps the Score offers proven alternatives to drugs and talk therapy—and a way to reclaim lives."
3209,Outliers: The Story of Success,psychology,"Learn what sets high achievers apart -- from Bill Gates to the Beatles -- in this #1 bestseller from ""a singular talent"" (New York Times Book Review).

In this stunning book, Malcolm Gladwell takes us on an intellectual journey through the world of ""outliers""--the best and the brightest, the most famous and the most successful. He asks the question: what makes high-achievers different?

His answer is that we pay too much attention to what successful people are like, and too little attention to where they are from: that is, their culture, their family, their generation, and the idiosyncratic experiences of their upbringing. Along the way he explains the secrets of software billionaires, what it takes to be a great soccer player, why Asians are good at math, and what made the Beatles the greatest rock band.

Brilliant and entertaining, Outliers is a landmark work that will simultaneously delight and illuminate."
3210,Emotional Intelligence: Why It Can Matter More Than IQ,psychology,"Everyone knows that high IQ is no guarantee of success, happiness, or virtue, but until Emotional Intelligence, we could only guess why. Daniel Goleman's brilliant report from the frontiers of psychology and neuroscience offers startling new insight into our ""two minds""—the rational and the emotional—and how they together shape our destiny.

Through vivid examples, Goleman delineates the five crucial skills of emotional intelligence, and shows how they determine our success in relationships, work, and even our physical well-being. What emerges is an entirely new way to talk about being smart.

The best news is that ""emotional literacy"" is not fixed early in life. Every parent, every teacher, every business leader, and everyone interested in a more civil society, has a stake in this compelling vision of human possibility.


From the Trade Paperback edition."
3211,Mindset: The New Psychology of Success,psychology,"A newer edition of this book can be found here.

After decades of research, world-renowned Stanford University psychologist Carol S. Dweck, Ph.D., discovered a simple but groundbreaking idea: the power of mindset. In this brilliant book, she shows how success in school, work, sports, the arts, and almost every area of human endeavor can be dramatically influenced by how we think about our talents and abilities. People with a fixed mindset — those who believe that abilities are fixed — are less likely to flourish than those with a growth mindset — those who believe that abilities can be developed. Mindset reveals how great parents, teachers, managers, and athletes can put this idea to use to foster outstanding accomplishment.

In this edition, Dweck offers new insights into her now famous and broadly embraced concept. She introduces a phenomenon she calls false growth mindset and guides people toward adopting a deeper, truer growth mindset. She also expands the mindset concept beyond the individual, applying it to the cultures of groups and organizations. With the right mindset, you can motivate those you lead, teach, and love — to transform their lives and your own."
3212,How to Win Friends and Influence People,psychology,"You can go after the job you want...and get it! You can take the job you have...and improve it! You can take any situation you're in...and make it work for you!

Since its release in 1936, How to Win Friends and Influence People has sold more than 15 million copies. Dale Carnegie's first book is a timeless bestseller, packed with rock-solid advice that has carried thousands of now famous people up the ladder of success in their business and personal lives.

As relevant as ever before, Dale Carnegie's principles endure, and will help you achieve your maximum potential in the complex and competitive modern age.

Learn the six ways to make people like you, the twelve ways to win people to your way of thinking, and the nine ways to change people without arousing resentment.
More book description"
3213,The Tipping Point: How Little Things Can Make a Big Difference,psychology,"The tipping point is that magic moment when an idea, trend, or social behavior crosses a threshold, tips, and spreads like wildfire. Just as a single sick person can start an epidemic of the flu, so too can a small but precisely targeted push cause a fashion trend, the popularity of a new product, or a drop in the crime rate. This widely acclaimed bestseller, in which Malcolm Gladwell explores and brilliantly illuminates the tipping point phenomenon, is already changing the way people throughout the world think about selling products and disseminating ideas."
3214,The Psychopath Test: A Journey Through the Madness Industry,psychology,"In this madcap journey, a bestselling journalist investigates psychopaths and the industry of doctors, scientists, and everyone else who studies them.

The Psychopath Test is a fascinating journey through the minds of madness. Jon Ronson's exploration of a potential hoax being played on the world's top neurologists takes him, unexpectedly, into the heart of the madness industry. An influential psychologist who is convinced that many important CEOs and politicians are, in fact, psychopaths teaches Ronson how to spot these high-flying individuals by looking out for little telltale verbal and nonverbal clues. And so Ronson, armed with his new psychopath-spotting abilities, enters the corridors of power. He spends time with a death-squad leader institutionalized for mortgage fraud in Coxsackie, New York; a legendary CEO whose psychopathy has been speculated about in the press; and a patient in an asylum for the criminally insane who insists he's sane and certainly not a psychopath.

Ronson not only solves the mystery of the hoax but also discovers, disturbingly, that sometimes the personalities at the helm of the madness industry are, with their drives and obsessions, as mad in their own way as those they study. And that relatively ordinary people are, more and more, defined by their maddest edges."
3216,12 Rules for Life: An Antidote to Chaos,psychology,"What does everyone in the modern world need to know? Renowned psychologist Jordan B. Peterson's answer to this most difficult of questions uniquely combines the hard-won truths of ancient tradition with the stunning revelations of cutting-edge scientific research.

Humorous, surprising, and informative, Dr. Peterson tells us why skateboarding boys and girls must be left alone, what terrible fate awaits those who criticize too easily, and why you should always pet a cat when you meet one on the street.

What does the nervous system of the lowly lobster have to tell us about standing up straight (with our shoulders back) and about success in life? Why did ancient Egyptians worship the capacity to pay careful attention as the highest of gods? What dreadful paths do people tread when they become resentful, arrogant, and vengeful? Dr. Peterson journeys broadly, discussing discipline, freedom, adventure, and responsibility, distilling the world's wisdom into 12 practical and profound rules for life. 12 Rules for Life shatters the modern commonplaces of science, faith, and human nature while transforming and ennobling the mind and spirit of its listeners."
3217,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,psychology,"Alternate cover edition of ISBN 9780062457738

In this generation-defining self-help guide, a superstar blogger cuts through the crap to show us how to stop trying to be ""positive"" all the time so that we can truly become better, happier people.

For decades, we’ve been told that positive thinking is the key to a happy, rich life. ""F**k positivity,"" Mark Manson says. ""Let’s be honest, shit is f**ked and we have to live with it."" In his wildly popular Internet blog, Manson doesn’t sugarcoat or equivocate. He tells it like it is—a dose of raw, refreshing, honest truth that is sorely lacking today. The Subtle Art of Not Giving a F**k is his antidote to the coddling, let’s-all-feel-good mindset that has infected American society and spoiled a generation, rewarding them with gold medals just for showing up.

Manson makes the argument, backed both by academic research and well-timed poop jokes, that improving our lives hinges not on our ability to turn lemons into lemonade, but on learning to stomach lemons better. Human beings are flawed and limited—""not everybody can be extraordinary, there are winners and losers in society, and some of it is not fair or your fault."" Manson advises us to get to know our limitations and accept them. Once we embrace our fears, faults, and uncertainties, once we stop running and avoiding and start confronting painful truths, we can begin to find the courage, perseverance, honesty, responsibility, curiosity, and forgiveness we seek.

There are only so many things we can give a f**k about so we need to figure out which ones really matter, Manson makes clear. While money is nice, caring about what you do with your life is better, because true wealth is about experience. A much-needed grab-you-by-the-shoulders-and-look-you-in-the-eye moment of real-talk, filled with entertaining stories and profane, ruthless humor, The Subtle Art of Not Giving a F**k is a refreshing slap for a generation to help them lead contented, grounded lives."
3218,The Righteous Mind: Why Good People Are Divided by Politics and Religion,psychology,"An alternate cover edition of ISBN 9780307377906 can be found here.

Why can’t our political leaders work together as threats loom and problems mount? Why do people so readily assume the worst about the motives of their fellow citizens? In The Righteous Mind, social psychologist Jonathan Haidt explores the origins of our divisions and points the way forward to mutual understanding.
 
His starting point is moral intuition—the nearly instantaneous perceptions we all have about other people and the things they do. These intuitions feel like self-evident truths, making us righteously certain that those who see things differently are wrong. Haidt shows us how these intuitions differ across cultures, including the cultures of the political left and right. He blends his own research findings with those of anthropologists, historians, and other psychologists to draw a map of the moral domain. He then examines the origins of morality, overturning the view that evolution made us fundamentally selfish creatures. But rather than arguing that we are innately altruistic, he makes a more subtle claim—that we are fundamentally groupish. It is our groupishness, he explains, that leads to our greatest joys, our religious divisions, and our political affiliations. In a stunning final chapter on ideology and civility, Haidt shows what each side is right about, and why we need the insights of liberals, conservatives, and libertarians to flourish as a nation."
